,name,titles,rating,comments
1977,Abhishek,AVOID AMAZON FOR APPLE PRODUCTS!,4.0,"Strongly recommend DO NOT BUY any apple products either airpods, ipads, mac, iphone or even apple pencil or charger from Amazon! Because even after the ""7 days replacement"" note on the seller or the product page, Amazon not gonna provide you a straight simple easy-going replacement at your door step.No matter what ever product you've received, duplicate or broken or even a empty box....They gonna straight send you to the service centre & after that service centre will guide you further! Amazon call it ""apple products policy"" they never mention! & You have to visit the service centre & collect documentation & whatever needed in between the replacement policy days!Remember service centre always tries to repair the product.& Even after that you not gonna have a straight easy refund!!When you finally have to visit the service centre for a return policy even if you get a duplicate or defective product, which not gonna happen from your home, then why to buy it from online & not from a retail store!?"
1978,Yaswanth S.,"don't go with blue for 12 series, it feels cheap. Go for white or black.they feels super cool",3.0,"Its the mini that I always wanted. Its the most compact phone with that massive power...You can do literally everything that an regular iPhone pro or max models can do(except few exclusive pro features). This is an iPhone so one should not expect something that android offers.You don't get 6000-7000mah battery or 144hz or 108 mp camera or something like these....But except the battery life(obviously you should not expect from this tiny phone), this offer almost everything one can expect from iPhone.But there are some issues that keeps changing with some buggy software updates like 1.Battery issue, 2.Heating Issue (it is permanent has not been fixed yet),3.Some ecosystem sync issue like call drops while receiving from your mac etc.but these doesn't affect my use cases much...but be aware,1) If you are a heavy gamer, its a beast but it feels hungry soon so keep your charger nearby,2) While gaming, you can notice significant dimming issue that might be a deal breaker."
1979,Abhishek,Good buy,4.0,"The purchase i made for this iphone was good! Colour is Amazing, the result of camera is great!! The phone is handyy"
1980,Yaswanth S.,All time best,3.0,Excellent phone how much praise you do of this product is less in front it's feature perfect in terms of everything
1981,Abhishek,Simple superb smartphone ever,4.0,Simpele superb mobile in hand fastest work phone and also good battery  also good camera to take pictures for good cameraman
1982,Yaswanth S.,Good Quality,3.0,"Very Good Product from Apple, easy to use and very good color.  I am happy I had purchased this product"
1983,Abhishek,It is worth but screen size is pretty small,4.0,"                    The media could not be loaded.
                "
1984,Yaswanth S.,Outstanding extraordinary experience 😍,3.0,
1985,Abhishek,Nice,4.0,Good in every aspect.Best phone in market to buy. Specially the software experience and camera quality are out of this competition.
1986,Yaswanth S.,Nice,3.0,Giving review after 6months use ...it's great
1987,Abhishek,Ace in smart phone,4.0,All best in class
1988,Yaswanth S.,Nice camera,3.0,Sueprb performance
1989,Abhishek,Performance,4.0,I amma die hard iPhone user
1990,Yaswanth S.,best,3.0,Well organized and easy to understand Web building sdfsdf sd gs gs gsg s gs sdggsd ffsdg sd sd gs gsg sd
1991,Abhishek,Fingerprint reader,4.0,"I Like Camera quality and Use Banking, Shopping, Calling etc"
1992,Yaswanth S.,Superb,3.0,Good👍
1993,Abhishek,Charge Nahin Hai is K Saath bus is Cheez Ki Kami Hai,4.0,
1994,Yaswanth S.,A great upgrade from the iPhone X,3.0,I got this as an upgrade for my daughter's iPhone X. She is quite pleased with the performance.
1995,Abhishek,Love itt😍,4.0,Awesome product… awesome delivery
1996,Yaswanth S.,Nice one genuine,3.0,Good one
1997,Abhishek,Good as expected,4.0,Happy
1998,Yaswanth S.,Amazing iphone,3.0,"Amazing iphone. Very stylish, very smart, awesome quality, superb video quality amazing,  good battery life to use in style Review @Ashokroczz"
1999,Abhishek,Good,4.0,Good
2000,Yaswanth S.,"Awesome quality, genuine product.",3.0,The only thing which I don't like is packaging. Should be more safe and secure.Second is bill. I don't receive any bill with it.
2001,Abhishek,Thes best iPhone in range..,4.0,iPhone 12 just love this phone.. iOS experience is always as awesome.. Battery life is still best last for 1 day with normal use.. Camera is mind blowing.. over all BRAND IS BRAND 🫰🏻
2002,Yaswanth S.,Good for gaming,3.0,"It's handle all games easily on high settings , and it's camera is awesome.But the price is so high , you can purchase in a sale.."
2003,Abhishek,Good phone but with no charger or earphones,4.0,I was disappointed to see no charger and earphones. It’s sad that Apple decided to increase the price of iPhones every year and still doing so much of cost cutting. :/
2004,Yaswanth S.,iPhone 12 worthy,3.0,Nothing much to say about the product even after 2yrs worth for buying purchase for 48k during Amazon sale delivery safely and on time.
2005,Abhishek,Awesm,4.0,Awesome phone at reasonable price got it at 73000/ Good deal.. If ur camera lover then u can go for it u will not be disappointed with its camera
2006,Yaswanth S.,Nice mobile,3.0,Very
2007,Abhishek,Terrific phone and best VFM iPhone currently,4.0,I bought the blue coloured 128GB version. Phone built quality is terrific and battery back up is decent with optimised battery option to extract more from battery per charge. Camera performance is as expected with lots of low light customisation. Absolutely lag free and Face ID is super quick to respond. Siri understands India accent upto a decent level and noise cancellation while talking in crowded place is the party trick.Overall pretty satisfied with this purchase
2008,Yaswanth S.,Very good purchase!,3.0,Latest technology adds to the look and functionality! Amazed by the speed and performance!
2009,Abhishek,iPhone doesn’t need promotion,4.0,Excellent delivery and good deal provided during Great India Festival Sale. If you’re upgrading to this phone then it’s totally worth! It’s a major upgrade from previous generations
2010,Yaswanth S.,Nice superb.,3.0,"I like your phone , first delivery superb"
2011,Abhishek,Very nice and cool colour of this phone and design is so best at its level.,4.0,It works good and u can for it. This iPhone has Nice size and shape and value and good money in phone
